Bundesland;Altersgruppen;Geschlecht;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
          Bremen;        70 bis unter 75 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        75 bis unter 80 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        75 bis unter 80 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        75 bis unter 80 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        75 bis unter 80 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        80 bis unter 85 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        80 bis unter 85 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        80 bis unter 85 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        80 bis unter 85 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        85 bis unter 90 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        85 bis unter 90 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        85 bis unter 90 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        85 bis unter 90 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        90 bis unter 95 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        90 bis unter 95 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        90 bis unter 95 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        90 bis unter 95 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        95 Jahre und älter;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        95 Jahre und älter;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        95 Jahre und älter;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        95 Jahre und älter;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        Unbekannt;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        Unbekannt;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        Unbekannt;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Bremen;        Unbekannt;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;Alle Altersgruppen;Alle Geschlechter;1;1;0;1;1;4;0;20;63;48;43;47;38;49;93;97;163;209;178;169
          Hamburg;Alle Altersgruppen;Männlich;1;1;0;1;1;1;0;0;3;1;1;3;3;9;24;32;76;90;59;69
          Hamburg;Alle Altersgruppen;        Weiblich;0;0;0;0;0;3;0;20;60;47;42;44;35;40;69;65;87;119;119;100
          Hamburg;Alle Altersgruppen;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        Unter 1 Jahr;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        Unter 1 Jahr;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        Unter 1 Jahr;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        Unter 1 Jahr;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        1 Jahr bis unter 5 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        1 Jahr bis unter 5 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        1 Jahr bis unter 5 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        1 Jahr bis unter 5 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        5 bis unter 10 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        5 bis unter 10 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        5 bis unter 10 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        5 bis unter 10 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        10 bis unter 15 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        10 bis unter 15 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        10 bis unter 15 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        10 bis unter 15 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        15 bis unter 20 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;2;0;2;4;0;6;9;5;7;12;11;4
          Hamburg;        15 bis unter 20 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;1;6;3;2
          Hamburg;        15 bis unter 20 Jahre;        Weiblich;0;0;0;0;0;0;0;0;2;0;2;4;0;5;6;2;6;6;8;2
          Hamburg;        15 bis unter 20 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        20 bis unter 25 Jahre;Alle Geschlechter;0;0;0;0;0;1;0;1;7;4;4;6;5;8;12;14;39;42;42;41
          Hamburg;        20 bis unter 25 Jahre;Männlich;0;0;0;0;0;1;0;0;2;0;0;1;0;3;3;1;21;23;22;22
          Hamburg;        20 bis unter 25 Jahre;        Weiblich;0;0;0;0;0;0;0;1;5;4;4;5;5;5;9;13;18;19;20;19
          Hamburg;        20 bis unter 25 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        25 bis unter 30 Jahre;Alle Geschlechter;1;0;0;0;0;2;0;0;7;3;4;2;5;6;20;17;38;42;27;39
          Hamburg;        25 bis unter 30 Jahre;Männlich;1;0;0;0;0;0;0;0;1;0;0;1;0;0;7;8;22;19;10;13
          Hamburg;        25 bis unter 30 Jahre;        Weiblich;0;0;0;0;0;2;0;0;6;3;4;1;5;6;13;9;16;23;17;26
          Hamburg;        25 bis unter 30 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        30 bis unter 35 Jahre;Alle Geschlechter;0;0;0;1;0;0;0;3;11;4;5;7;4;6;13;14;17;23;33;27
          Hamburg;        30 bis unter 35 Jahre;Männlich;0;0;0;1;0;0;0;0;0;0;1;0;0;0;6;8;12;16;10;17
          Hamburg;        30 bis unter 35 Jahre;        Weiblich;0;0;0;0;0;0;0;3;11;4;4;7;4;6;7;6;5;7;23;10
          Hamburg;        30 bis unter 35 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        35 bis unter 40 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;3;2;6;7;9;4;8;6;8;13;20;13;19
          Hamburg;        35 bis unter 40 Jahre;Männlich;0;0;0;0;0;0;0;0;0;1;0;0;2;5;3;3;5;3;3;5
          Hamburg;        35 bis unter 40 Jahre;        Weiblich;0;0;0;0;0;0;0;3;2;5;7;9;2;3;3;5;8;17;10;14
          Hamburg;        35 bis unter 40 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        40 bis unter 45 Jahre;Alle Geschlechter;0;0;0;0;1;1;0;3;5;9;3;3;4;5;12;8;15;18;11;12
          Hamburg;        40 bis unter 45 Jahre;Männlich;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;5;8;4;3
          Hamburg;        40 bis unter 45 Jahre;        Weiblich;0;0;0;0;0;1;0;3;5;9;3;3;4;5;11;6;10;10;7;9
          Hamburg;        40 bis unter 45 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        45 bis unter 50 Jahre;Alle Geschlechter;0;1;0;0;0;0;0;5;7;13;4;3;4;2;7;13;15;19;12;7
          Hamburg;        45 bis unter 50 Jahre;Männlich;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;8;4;2;2
          Hamburg;        45 bis unter 50 Jahre;        Weiblich;0;0;0;0;0;0;0;5;7;13;4;3;4;2;6;10;7;15;10;5
          Hamburg;        45 bis unter 50 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        50 bis unter 55 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;2;11;5;6;6;5;5;8;7;7;10;10;8
          Hamburg;        50 bis unter 55 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;5;2;2
          Hamburg;        50 bis unter 55 Jahre;        Weiblich;0;0;0;0;0;0;0;2;11;5;6;6;4;5;8;7;6;5;8;6
          Hamburg;        50 bis unter 55 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        55 bis unter 60 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;2;7;4;4;4;5;2;5;6;5;10;10;4
          Hamburg;        55 bis unter 60 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;1;1
          Hamburg;        55 bis unter 60 Jahre;        Weiblich;0;0;0;0;0;0;0;2;7;4;4;4;5;2;5;3;5;8;9;3
          Hamburg;        55 bis unter 60 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        60 bis unter 65 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;1;3;0;3;1;0;1;1;5;4;5;5;5
          Hamburg;        60 bis unter 65 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;2
          Hamburg;        60 bis unter 65 Jahre;        Weiblich;0;0;0;0;0;0;0;1;3;0;3;0;0;1;1;4;3;4;5;3
          Hamburg;        60 bis unter 65 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        65 bis unter 70 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;3;6;4;2
          Hamburg;        65 bis unter 70 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0
          Hamburg;        65 bis unter 70 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;3;3;2;2
          Hamburg;        65 bis unter 70 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        70 bis unter 75 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1
          Hamburg;        70 bis unter 75 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        70 bis unter 75 Jahre;        Weiblich;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1
          Hamburg;        70 bis unter 75 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        75 bis unter 80 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        75 bis unter 80 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        75 bis unter 80 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        75 bis unter 80 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        80 bis unter 85 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        80 bis unter 85 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        80 bis unter 85 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        80 bis unter 85 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        85 bis unter 90 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        85 bis unter 90 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        85 bis unter 90 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        85 bis unter 90 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        90 bis unter 95 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        90 bis unter 95 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        90 bis unter 95 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        90 bis unter 95 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        95 Jahre und älter;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        95 Jahre und älter;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        95 Jahre und älter;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        95 Jahre und älter;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        Unbekannt;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        Unbekannt;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        Unbekannt;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hamburg;        Unbekannt;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;Alle Altersgruppen;Alle Geschlechter;69;83;66;67;48;68;66;90;72;64;68;80;102;149;149;159;132;131;199;199
          Hessen;Alle Altersgruppen;Männlich;69;57;43;44;27;42;47;65;46;45;45;45;56;95;98;108;87;85;132;119
          Hessen;Alle Altersgruppen;        Weiblich;0;26;23;23;21;26;19;25;26;19;23;35;46;54;51;51;45;46;67;80
          Hessen;Alle Altersgruppen;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        Unter 1 Jahr;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        Unter 1 Jahr;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        Unter 1 Jahr;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        Unter 1 Jahr;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        1 Jahr bis unter 5 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        1 Jahr bis unter 5 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        1 Jahr bis unter 5 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        1 Jahr bis unter 5 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        5 bis unter 10 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        5 bis unter 10 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        5 bis unter 10 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        5 bis unter 10 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        10 bis unter 15 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        10 bis unter 15 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        10 bis unter 15 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        10 bis unter 15 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        15 bis unter 20 Jahre;Alle Geschlechter;0;4;6;3;6;1;0;4;2;2;8;6;6;15;19;14;23;17;33;23
          Hessen;        15 bis unter 20 Jahre;Männlich;0;2;2;2;1;0;0;2;2;1;7;5;3;10;16;10;13;7;22;10
          Hessen;        15 bis unter 20 Jahre;        Weiblich;0;2;4;1;5;1;0;2;0;1;1;1;3;5;3;4;10;10;11;13
          Hessen;        15 bis unter 20 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        20 bis unter 25 Jahre;Alle Geschlechter;2;9;8;3;6;10;10;10;14;13;10;11;22;29;37;34;31;41;56;44
          Hessen;        20 bis unter 25 Jahre;Männlich;2;5;6;2;4;7;7;7;11;8;6;7;13;21;22;24;23;26;35;25
          Hessen;        20 bis unter 25 Jahre;        Weiblich;0;4;2;1;2;3;3;3;3;5;4;4;9;8;15;10;8;15;21;19
          Hessen;        20 bis unter 25 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        25 bis unter 30 Jahre;Alle Geschlechter;19;19;14;9;5;9;11;17;9;10;7;14;21;38;35;35;24;20;30;39
          Hessen;        25 bis unter 30 Jahre;Männlich;19;14;9;5;4;8;10;13;8;9;6;8;13;30;26;29;15;12;20;26
          Hessen;        25 bis unter 30 Jahre;        Weiblich;0;5;5;4;1;1;1;4;1;1;1;6;8;8;9;6;9;8;10;13
          Hessen;        25 bis unter 30 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        30 bis unter 35 Jahre;Alle Geschlechter;20;14;9;11;9;10;7;15;11;8;8;12;11;20;22;17;18;24;20;25
          Hessen;        30 bis unter 35 Jahre;Männlich;20;14;8;9;7;7;6;10;6;5;5;5;4;11;17;9;10;19;18;18
          Hessen;        30 bis unter 35 Jahre;        Weiblich;0;0;1;2;2;3;1;5;5;3;3;7;7;9;5;8;8;5;2;7
          Hessen;        30 bis unter 35 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        35 bis unter 40 Jahre;Alle Geschlechter;14;17;6;6;7;12;8;11;13;12;7;5;8;9;7;16;7;6;15;23
          Hessen;        35 bis unter 40 Jahre;Männlich;14;12;2;3;5;9;7;9;10;11;5;3;4;4;5;14;7;5;11;15
          Hessen;        35 bis unter 40 Jahre;        Weiblich;0;5;4;3;2;3;1;2;3;1;2;2;4;5;2;2;0;1;4;8
          Hessen;        35 bis unter 40 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        40 bis unter 45 Jahre;Alle Geschlechter;6;8;13;13;7;9;10;13;8;6;10;11;9;11;6;12;12;7;8;10
          Hessen;        40 bis unter 45 Jahre;Männlich;6;4;11;13;3;6;6;11;4;6;8;6;7;7;3;6;8;6;5;7
          Hessen;        40 bis unter 45 Jahre;        Weiblich;0;4;2;0;4;3;4;2;4;0;2;5;2;4;3;6;4;1;3;3
          Hessen;        40 bis unter 45 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        45 bis unter 50 Jahre;Alle Geschlechter;5;9;5;9;4;11;12;14;8;7;5;7;7;10;6;10;5;8;14;8
          Hessen;        45 bis unter 50 Jahre;Männlich;5;6;4;5;2;3;8;10;4;3;4;7;3;5;4;8;5;6;5;4
          Hessen;        45 bis unter 50 Jahre;        Weiblich;0;3;1;4;2;8;4;4;4;4;1;0;4;5;2;2;0;2;9;4
          Hessen;        45 bis unter 50 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        50 bis unter 55 Jahre;Alle Geschlechter;0;3;3;10;2;4;7;3;5;5;7;5;8;4;6;5;3;2;6;10
          Hessen;        50 bis unter 55 Jahre;Männlich;0;0;0;4;0;1;3;3;1;2;2;1;5;2;4;1;0;1;4;5
          Hessen;        50 bis unter 55 Jahre;        Weiblich;0;3;3;6;2;3;4;0;4;3;5;4;3;2;2;4;3;1;2;5
          Hessen;        50 bis unter 55 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        55 bis unter 60 Jahre;Alle Geschlechter;3;0;1;1;1;1;1;1;1;1;5;5;6;8;3;8;5;3;13;9
          Hessen;        55 bis unter 60 Jahre;Männlich;3;0;1;0;1;1;0;0;0;0;2;2;2;3;0;4;3;2;10;6
          Hessen;        55 bis unter 60 Jahre;        Weiblich;0;0;0;1;0;0;1;1;1;1;3;3;4;5;3;4;2;1;3;3
          Hessen;        55 bis unter 60 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        60 bis unter 65 Jahre;Alle Geschlechter;0;0;0;2;1;0;0;1;1;0;0;4;3;3;4;3;3;1;2;7
          Hessen;        60 bis unter 65 Jahre;Männlich;0;0;0;1;0;0;0;0;0;0;0;1;2;2;1;2;2;1;1;3
          Hessen;        60 bis unter 65 Jahre;        Weiblich;0;0;0;1;1;0;0;1;1;0;0;3;1;1;3;1;1;0;1;4
          Hessen;        60 bis unter 65 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        65 bis unter 70 Jahre;Alle Geschlechter;0;0;1;0;0;1;0;0;0;0;1;0;1;1;4;4;1;2;1;1
          Hessen;        65 bis unter 70 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0
          Hessen;        65 bis unter 70 Jahre;        Weiblich;0;0;1;0;0;1;0;0;0;0;1;0;1;1;4;3;0;2;0;1
          Hessen;        65 bis unter 70 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        70 bis unter 75 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0
          Hessen;        70 bis unter 75 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        70 bis unter 75 Jahre;        Weiblich;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0
          Hessen;        70 bis unter 75 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        75 bis unter 80 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        75 bis unter 80 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        75 bis unter 80 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        75 bis unter 80 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        80 bis unter 85 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        80 bis unter 85 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        80 bis unter 85 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        80 bis unter 85 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        85 bis unter 90 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        85 bis unter 90 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        85 bis unter 90 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        85 bis unter 90 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        90 bis unter 95 Jahre;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        90 bis unter 95 Jahre;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        90 bis unter 95 Jahre;        Weiblich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        90 bis unter 95 Jahre;        Unbekannt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        95 Jahre und älter;Alle Geschlechter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
          Hessen;        95 Jahre und älter;Männlich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
